item_id,acronym,gold,candidates,shown_order,response,correct,valid,multi_sense_type
ha-00843,דפ״א,דיודה פולטת אור,דיודה פולטת אור | דרך פעולה אפשרית,,דיודה פולטת אור,True,True,yes
ha-00844,דפ״א,דיודה פולטת אור,דיודה פולטת אור | דרך פעולה אפשרית,,דיודת פליطة אור (לד),False,False,yes
ha-00845,דפ״א,דיודה פולטת אור,דיודה פולטת אור | דרך פעולה אפשרית,,דיודה פולטת אור,True,True,yes
ha-00846,דפ״א,דרך פעולה אפשרית,דיודה פולטת אור | דרך פעולה אפשרית,,דרך פעולה אפשרית,True,True,yes
ha-00847,דפ״א,דרך פעולה אפשרית,דיודה פולטת אור | דרך פעולה אפשרית,,דרכי פעולה אפשריות,False,False,yes
ha-01377,יעב״ץ,מבעלי התוספות,"מבעלי התוספות | מחכמי מרוקו במאה ה-18 | (1698 - 1776), מגדולי הרבנים במאה ה-18",,רבי יעקב עמדין,False,False,no
ha-01378,יעב״ץ,מבעלי התוספות,"מבעלי התוספות | מחכמי מרוקו במאה ה-18 | (1698 - 1776), מגדולי הרבנים במאה ה-18",,יעקב בן צבי,False,False,no
ha-01379,יעב״ץ,מבעלי התוספות,"מבעלי התוספות | מחכמי מרוקו במאה ה-18 | (1698 - 1776), מגדולי הרבנים במאה ה-18",,רבי יעקב עמדין,False,False,no
ha-01528,כ״ק,כבוד קדושת,כושר קרבי | כבוד קדושת,,כבוד קדושת,True,True,no
ha-01529,כ״ק,כושר קרבי,כושר קרבי | כבוד קדושת,,כשירות קרבית,False,False,no
ha-01530,כ״ק,כושר קרבי,כושר קרבי | כבוד קדושת,,כבוד קדושת,False,True,no
ha-01531,כ״ק,כושר קרבי,כושר קרבי | כבוד קדושת,,כוח אדם,False,False,no
ha-02494,ע״ע,עבודה עצמית,ערך עצמי | עיין ערך | עבודה עצמית | ערעור עבודה,,עזרה עצמית,False,False,yes
ha-02495,ע״ע,עבודה עצמית,ערך עצמי | עיין ערך | עבודה עצמית | ערעור עבודה,,עבודה עצמית,True,True,yes
ha-02496,ע״ע,עבודה עצמית,ערך עצמי | עיין ערך | עבודה עצמית | ערעור עבודה,,עזרה עצמית,False,False,yes
ha-02497,ע״ע,עיין ערך,ערך עצמי | עיין ערך | עבודה עצמית | ערעור עבודה,,עיין ערך,True,True,yes
ha-02498,ע״ע,עיין ערך,ערך עצמי | עיין ערך | עבודה עצמית | ערעור עבודה,,עיין ערך,True,True,yes
ha-02499,ע״ע,עיין ערך,ערך עצמי | עיין ערך | עבודה עצמית | ערעור עבודה,,עין ערך,False,False,yes
ha-02500,ע״ע,ערך עצמי,ערך עצמי | עיין ערך | עבודה עצמית | ערעור עבודה,,ערך עצמי (או ערכים עצמיים),True,True,yes
ha-02501,ע״ע,ערך עצמי,ערך עצמי | עיין ערך | עבודה עצמית | ערעור עבודה,,ערך עצמי,True,True,yes
ha-02502,ע״ע,ערך עצמי,ערך עצמי | עיין ערך | עבודה עצמית | ערעור עבודה,,ערך עצמי,True,True,yes
ha-02612,פ״ח,פיתוחי חותם,פיתוחי חותם | פרטי חקירה,,פאר חנן,False,False,yes
ha-02613,פ״ח,פיתוחי חותם,פיתוחי חותם | פרטי חקירה,,פרטי כלל חסד (או: פועל חסד),False,False,yes
ha-02614,פ״ח,פרטי חקירה,פיתוחי חותם | פרטי חקירה,,פרטים חסרים,False,False,yes
ha-02615,פ״ח,פרטי חקירה,פיתוחי חותם | פרטי חקירה,,פרטים חמוצים,False,False,yes
ha-02616,פ״ח,פרטי חקירה,פיתוחי חותם | פרטי חקירה,,פרטים חסויים,False,False,yes
ha-02039,מ״כ,מועדון כדורגל,מועדון כדורגל | מרכז כובד | מפקד כיתה,,"מסגרת חברתית / מועדון כדורגל (תלוי בהקשר המלא, אך לרוב: **מסגרת כדורגל** או **מועדון כדורגל**). 

*הערה: בהתאם להנחייתך לתשובה קצרה מאוד ללא הסבר, הפירוש המקובל בהקשר זה הוא:*
**מועדון כדורגל**",True,True,yes
ha-02040,מ״כ,מועדון כדורגל,מועדון כדורגל | מרכז כובד | מפקד כיתה,,מפקד כיתה,False,True,yes
ha-02041,מ״כ,מועדון כדורגל,מועדון כדורגל | מרכז כובד | מפקד כיתה,,מרכז כדורגל,False,False,yes
ha-02043,מ״כ,מפקד כיתה,מועדון כדורגל | מרכז כובד | מפקד כיתה,,מפקד כיתה,True,True,yes
ha-02044,מ״כ,מפקד כיתה,מועדון כדורגל | מרכז כובד | מפקד כיתה,,מפקד כיתה,True,True,yes
ha-02045,מ״כ,מפקד כיתה,מועדון כדורגל | מרכז כובד | מפקד כיתה,,מפקד כיתה,True,True,yes
ha-02046,מ״כ,מרכז כובד,מועדון כדורגל | מרכז כובד | מפקד כיתה,,מרכז המסה,False,False,yes
ha-02047,מ״כ,מרכז כובד,מועדון כדורגל | מרכז כובד | מפקד כיתה,,מפקד כיתה,False,True,yes
ha-02048,מ״כ,מרכז כובד,מועדון כדורגל | מרכז כובד | מפקד כיתה,,מפקד כיתה,False,True,yes
ha-02664,צ״ק,צוות קרקע,צוות קרקע | ציוד קרקע,,צוות קרקע,True,True,no
ha-02665,צ״ק,צוות קרקע,צוות קרקע | ציוד קרקע,,צוות קרקע,True,True,no
ha-02666,צ״ק,צוות קרקע,צוות קרקע | ציוד קרקע,,צוות קרב,False,False,no
ha-02667,צ״ק,ציוד קרקע,צוות קרקע | ציוד קרקע,,ציוד קרקע,True,True,no
ha-00543,בע״פ,בעל פה,בעל פה | בעֶרֶב פסח,,בעל פה,True,True,no
ha-00544,בע״פ,בעל פה,בעל פה | בעֶרֶב פסח,,בעל פה,True,True,no
ha-00545,בע״פ,בעל פה,בעל פה | בעֶרֶב פסח,,בעל פה,True,True,no
ha-01766,מהר״ש,רבי שלום מנוישטט,רבי שלום רוקח | רבי שמואל שניאורסון | רבי שמואל יפה אשכנזי | רבי שלום מנוישטט | רבי שלום כהן מקושטא | רבי שלמה בן יצחק לבית הלוי (השני) | רבי שלמה מלובלין,,מורנו הרב רבי...,False,False,yes
ha-01767,מהר״ש,רבי שלום מנוישטט,רבי שלום רוקח | רבי שמואל שניאורסון | רבי שמואל יפה אשכנזי | רבי שלום מנוישטט | רבי שלום כהן מקושטא | רבי שלמה בן יצחק לבית הלוי (השני) | רבי שלמה מלובלין,,מורנו הרב שמשון,False,False,yes
ha-01768,מהר״ש,רבי שלום רוקח,רבי שלום רוקח | רבי שמואל שניאורסון | רבי שמואל יפה אשכנזי | רבי שלום מנוישטט | רבי שלום כהן מקושטא | רבי שלמה בן יצחק לבית הלוי (השני) | רבי שלמה מלובלין,,מורנו הרב שלום מבעלז,False,False,yes
ha-01769,מהר״ש,רבי שלום רוקח,רבי שלום רוקח | רבי שמואל שניאורסון | רבי שמואל יפה אשכנזי | רבי שלום מנוישטט | רבי שלום כהן מקושטא | רבי שלמה בן יצחק לבית הלוי (השני) | רבי שלמה מלובלין,,מורנו הרב שלמה,False,False,yes
ha-01770,מהר״ש,רבי שלום רוקח,רבי שלום רוקח | רבי שמואל שניאורסון | רבי שמואל יפה אשכנזי | רבי שלום מנוישטט | רבי שלום כהן מקושטא | רבי שלמה בן יצחק לבית הלוי (השני) | רבי שלמה מלובלין,,מורנו הרב שמואל,False,False,yes
ha-01771,מהר״ש,רבי שמואל יפה אשכנזי,רבי שלום רוקח | רבי שמואל שניאורסון | רבי שמואל יפה אשכנזי | רבי שלום מנוישטט | רבי שלום כהן מקושטא | רבי שלמה בן יצחק לבית הלוי (השני) | רבי שלמה מלובלין,,מורנו הרב שמואל,False,False,yes
ha-01772,מהר״ש,רבי שמואל יפה אשכנזי,רבי שלום רוקח | רבי שמואל שניאורסון | רבי שמואל יפה אשכנזי | רבי שלום מנוישטט | רבי שלום כהן מקושטא | רבי שלמה בן יצחק לבית הלוי (השני) | רבי שלמה מלובלין,,מורנו הרב שמואל,False,False,yes
ha-01773,מהר״ש,רבי שמואל יפה אשכנזי,רבי שלום רוקח | רבי שמואל שניאורסון | רבי שמואל יפה אשכנזי | רבי שלום מנוישטט | רבי שלום כהן מקושטא | רבי שלמה בן יצחק לבית הלוי (השני) | רבי שלמה מלובלין,,מורנו הרב שמואל,False,False,yes
ha-01774,מהר״ש,רבי שמואל שניאורסון,רבי שלום רוקח | רבי שמואל שניאורסון | רבי שמואל יפה אשכנזי | רבי שלום מנוישטט | רבי שלום כהן מקושטא | רבי שלמה בן יצחק לבית הלוי (השני) | רבי שלמה מלובלין,,מורנו הרב שמואל,False,False,yes
ha-01775,מהר״ש,רבי שמואל שניאורסון,רבי שלום רוקח | רבי שמואל שניאורסון | רבי שמואל יפה אשכנזי | רבי שלום מנוישטט | רבי שלום כהן מקושטא | רבי שלמה בן יצחק לבית הלוי (השני) | רבי שלמה מלובלין,,מורנו הרב שמואל,False,False,yes
ha-01776,מהר״ש,רבי שמואל שניאורסון,רבי שלום רוקח | רבי שמואל שניאורסון | רבי שמואל יפה אשכנזי | רבי שלום מנוישטט | רבי שלום כהן מקושטא | רבי שלמה בן יצחק לבית הלוי (השני) | רבי שלמה מלובלין,,מורנו הרב שמואל,False,False,yes
ha-01951,מר״מ,מרפאת מומחים,מרפאת מומחים | מרכז רפואה מיידי,,מרכז רפואי משולב / מרכז רפואי מידי,False,False,no
ha-01952,מר״מ,מרפאת מומחים,מרפאת מומחים | מרכז רפואה מיידי,,מרכז רפואי משולב,False,False,no
ha-03143,ש״ל,שבח לאל,שירות לאומי | שושנים לדוד | שבח לאל | 330 (מספר) | שיבולי לקט או שיבולי הלקט,,שבח לאל,True,True,yes
ha-03144,ש״ל,שבח לאל,שירות לאומי | שושנים לדוד | שבח לאל | 330 (מספר) | שיבולי לקט או שיבולי הלקט,,שבח והודאה,False,False,yes
ha-03145,ש״ל,שבח לאל,שירות לאומי | שושנים לדוד | שבח לאל | 330 (מספר) | שיבולי לקט או שיבולי הלקט,,שמי כאל,False,False,yes
ha-03146,ש״ל,שושנים לדוד,שירות לאומי | שושנים לדוד | שבח לאל | 330 (מספר) | שיבולי לקט או שיבולי הלקט,,שם טוב ולו,False,False,yes
ha-03147,ש״ל,שושנים לדוד,שירות לאומי | שושנים לדוד | שבח לאל | 330 (מספר) | שיבולי לקט או שיבולי הלקט,,שלמה לניאדו,False,False,yes
ha-03148,ש״ל,שירות לאומי,שירות לאומי | שושנים לדוד | שבח לאל | 330 (מספר) | שיבולי לקט או שיבולי הלקט,,שירות לאומי,True,True,yes
ha-03149,ש״ל,שירות לאומי,שירות לאומי | שושנים לדוד | שבח לאל | 330 (מספר) | שיבולי לקט או שיבולי הלקט,,שירות לאומי,True,True,yes
ha-03150,ש״ל,שירות לאומי,שירות לאומי | שושנים לדוד | שבח לאל | 330 (מספר) | שיבולי לקט או שיבולי הלקט,,שירות לאומי,True,True,yes
ha-03324,ת״ז,תעודת זהות,תעודת זהות | תרשים זרימה | תפוח זהב,,תעודת זהות,True,True,yes
ha-03325,ת״ז,תעודת זהות,תעודת זהות | תרשים זרימה | תפוח זהב,,תעודת זהות,True,True,yes
ha-03326,ת״ז,תעודת זהות,תעודת זהות | תרשים זרימה | תפוח זהב,,תעודת זהות,True,True,yes
ha-03327,ת״ז,תפוח זהב,תעודת זהות | תרשים זרימה | תפוח זהב,,תפוח זהב,True,True,yes
ha-03328,ת״ז,תפוח זהב,תעודת זהות | תרשים זרימה | תפוח זהב,,תקנת עזר,False,False,yes
ha-03329,ת״ז,תפוח זהב,תעודת זהות | תרשים זרימה | תפוח זהב,,"תורת הזاهر / תולדות יעקב (או: תפארת צבי / תלמוד זכריה - תלוי בהקשר הספרותי הספציפי של המחבר, אך לרוב הכוונה המדויקת היא ל-""תולדות יעקב"" או שם חיבור ספציפי). 

מכיוון שביקשת מילים ספורות ללא הסבר:
שם חיבור (ספר).",False,False,yes
ha-03330,ת״ז,תרשים זרימה,תעודת זהות | תרשים זרימה | תפוח זהב,,תעודת זהות,False,True,yes
ha-03331,ת״ז,תרשים זרימה,תעודת זהות | תרשים זרימה | תפוח זהב,,תעודת זהות,False,True,yes
ha-03332,ת״ז,תרשים זרימה,תעודת זהות | תרשים זרימה | תפוח זהב,,תרשים זרימה,True,True,yes
ha-01619,מב״ם,המערכה בין המלחמות,מבקר המדינה | המערכה בין המלחמות | מזר בכיר מתקדם,,המערכה בין המלחמות,True,True,yes
ha-01620,מב״ם,המערכה בין המלחמות,מבקר המדינה | המערכה בין המלחמות | מזר בכיר מתקדם,,מערכה בין מלחמות,False,False,yes
ha-01621,מב״ם,המערכה בין המלחמות,מבקר המדינה | המערכה בין המלחמות | מזר בכיר מתקדם,,מערכה בין מלחמות,False,False,yes
ha-01622,מב״ם,מבקר המדינה,מבקר המדינה | המערכה בין המלחמות | מזר בכיר מתקדם,,מבקר המדינה בישראל,True,True,yes
ha-01623,מב״ם,מבקר המדינה,מבקר המדינה | המערכה בין המלחמות | מזר בכיר מתקדם,,מבקר המדינה ונציב תלונות הציבור,True,True,yes
ha-01624,מב״ם,מבקר המדינה,מבקר המדינה | המערכה בין המלחמות | מזר בכיר מתקדם,,מבקר המדינה,True,True,yes
ha-01275,ח״צ,חברה ציבורית,חברה ציבורית | חכם צבי (ספר),,חברה ציבורית,True,True,no
ha-01276,ח״צ,חברה ציבורית,חברה ציבורית | חכם צבי (ספר),,חברה ציבורית,True,True,no
ha-01277,ח״צ,חברה ציבורית,חברה ציבורית | חכם צבי (ספר),,חברת חשמל,False,False,no
ha-01700,מהרי״א,יהודה אסאד,יצחק אברבנאל | יצחק אבוהב | יהודה אסאד | יצחק אייזיק אייכנשטיין | יצחק אדרבי,,רבי יהודה אסאד,True,True,yes
ha-01701,מהרי״א,יהודה אסאד,יצחק אברבנאל | יצחק אבוהב | יהודה אסאד | יצחק אייזיק אייכנשטיין | יצחק אדרבי,,מורנו הרב יצחק אהרן,False,False,yes
ha-01702,מהרי״א,יצחק אבוהב,יצחק אברבנאל | יצחק אבוהב | יהודה אסאד | יצחק אייזיק אייכנשטיין | יצחק אדרבי,,רבי יצחק אבוהב,True,True,yes
ha-01703,מהרי״א,יצחק אבוהב,יצחק אברבנאל | יצחק אבוהב | יהודה אסאד | יצחק אייזיק אייכנשטיין | יצחק אדרבי,,מורנו הרב יצחק אבוהב,True,True,yes
ha-01704,מהרי״א,יצחק אבוהב,יצחק אברבנאל | יצחק אבוהב | יהודה אסאד | יצחק אייזיק אייכנשטיין | יצחק אדרבי,,מורנו הרב יצחק אבוהב,True,True,yes
ha-01705,מהרי״א,יצחק אברבנאל,יצחק אברבנאל | יצחק אבוהב | יהודה אסאד | יצחק אייזיק אייכנשטיין | יצחק אדרבי,,רבי יצחק אבוהב,False,True,yes
ha-01706,מהרי״א,יצחק אברבנאל,יצחק אברבנאל | יצחק אבוהב | יהודה אסאד | יצחק אייזיק אייכנשטיין | יצחק אדרבי,,הרב יצחק אייזיק חבר,False,False,yes
ha-01707,מהרי״א,יצחק אברבנאל,יצחק אברבנאל | יצחק אבוהב | יהודה אסאד | יצחק אייזיק אייכנשטיין | יצחק אדרבי,,רבי משה הכהן אבן יחיא,False,False,yes
ha-01708,מהרי״א,יצחק אדרבי,יצחק אברבנאל | יצחק אבוהב | יהודה אסאד | יצחק אייזיק אייכנשטיין | יצחק אדרבי,,"רבי משה איסسرליש (או רבי משה מטראני - תלוי בהקשר ההיסטורי המדויק, אך בדרך כלל הכוונה לרבי משה מטראני - המבי""ט, או רבי משה אלשיך / רבי יצחק אבוהב. אם נדרש השם המלא הנפוץ ביותר ל""מהרי""א"" הוא: רבי יעקב אבואב / רבי יצחק אבוהב / רבי יוסף אבן אביתור). 

בשל ההגבלה למילים ספורות ללא הסבר:
**רבי משה מטראני**",False,True,yes
ha-01709,מהרי״א,יצחק אדרבי,יצחק אברבנאל | יצחק אבוהב | יהודה אסאד | יצחק אייזיק אייכנשטיין | יצחק אדרבי,,רבי יהודה אריה איטליה,False,False,yes
ha-01710,מהרי״א,יצחק אדרבי,יצחק אברבנאל | יצחק אבוהב | יהודה אסאד | יצחק אייזיק אייכנשטיין | יצחק אדרבי,,רבי יהודה אבן עטר,False,False,yes
ha-03016,שב״ח,שוהה בלתי חוקי,שוהה בלתי חוקי | שימוש בלתי חוקי (בנשק),,שَهَאיِب (שבוי חוק / שוהה בלתי חוקי),True,True,no
ha-03017,שב״ח,שוהה בלתי חוקי,שוהה בלתי חוקי | שימוש בלתי חוקי (בנשק),,"שَבַּ""ח (שוהה בלתי חוקי)",True,True,no
ha-03018,שב״ח,שוהה בלתי חוקי,שוהה בלתי חוקי | שימוש בלתי חוקי (בנשק),,שוהה בלתי חוקי,True,True,no
ha-01881,ממ״ק,מיליון מטר מעוקב,מיליון מטר מעוקב | ממלא מקום קצין | מילימטר מעוקב | מרחב מוגן קומתי,,מיליון מטר מעוקב,True,True,yes
ha-01882,ממ״ק,מיליון מטר מעוקב,מיליון מטר מעוקב | ממלא מקום קצין | מילימטר מעוקב | מרחב מוגן קומתי,,מיליון מטר מעוקב,True,True,yes
ha-01883,ממ״ק,מיליון מטר מעוקב,מיליון מטר מעוקב | ממלא מקום קצין | מילימטר מעוקב | מרחב מוגן קומתי,,מיליון מטר מעוקב,True,True,yes
ha-01884,ממ״ק,מילימטר מעוקב,מיליון מטר מעוקב | ממלא מקום קצין | מילימטר מעוקב | מרחב מוגן קומתי,,מילימتر מעוקב,False,False,yes
ha-01885,ממ״ק,ממלא מקום קצין,מיליון מטר מעוקב | ממלא מקום קצין | מילימטר מעוקב | מרחב מוגן קומתי,,ממלא מקום טייס,False,False,yes
ha-01886,ממ״ק,ממלא מקום קצין,מיליון מטר מעוקב | ממלא מקום קצין | מילימטר מעוקב | מרחב מוגן קומתי,,ממלא מקום קצין,True,True,yes
ha-01887,ממ״ק,ממלא מקום קצין,מיליון מטר מעוקב | ממלא מקום קצין | מילימטר מעוקב | מרחב מוגן קומתי,,ממלא מקום קצין,True,True,yes
ha-01811,מט״ח,מטבע חוץ,מטבע חוץ | מרכז לטכנולוגיה חינוכית,,מטבע חוץ,True,True,no
ha-01812,מט״ח,מטבע חוץ,מטבע חוץ | מרכז לטכנולוגיה חינוכית,,מטבע חוץ,True,True,no
ha-01813,מט״ח,מטבע חוץ,מטבע חוץ | מרכז לטכנולוגיה חינוכית,,מטבע חוץ,True,True,no
ha-02032,מ״ט,מאי טעמא,מכונת טיורינג | מאי טעמא | משנה טכני,,מה טעם,False,False,yes
ha-02033,מ״ט,מאי טעמא,מכונת טיורינג | מאי טעמא | משנה טכני,,מאי (מאי טעמא / מה טעם),True,True,yes
ha-02034,מ״ט,מכונת טיורינג,מכונת טיורינג | מאי טעמא | משנה טכני,,מכונת טיורינג,True,True,yes
ha-02035,מ״ט,מכונת טיורינג,מכונת טיורינג | מאי טעמא | משנה טכני,,מכונת טיורינג,True,True,yes
ha-02036,מ״ט,מכונת טיורינג,מכונת טיורינג | מאי טעמא | משנה טכני,,מכונת טיורינג,True,True,yes
ha-02037,מ״ט,משנה טכני,מכונת טיורינג | מאי טעמא | משנה טכני,,מנהל טדוות / מפקד טנק,False,False,yes
ha-02038,מ״ט,משנה טכני,מכונת טיורינג | מאי טעמא | משנה טכני,,מפקד טנק,False,False,yes
ha-01380,יע״מ,יחידת עיבוד מרכזית (CPU),מעבד | יחידת עיבוד מרכזית (CPU),,יחידת עיבוד מרכזית,False,False,no
ha-01381,יע״מ,יחידת עיבוד מרכזית (CPU),מעבד | יחידת עיבוד מרכזית (CPU),,יחידת עיבוד מרכזית (מעבד),False,True,no
ha-01382,יע״מ,מעבד,מעבד | יחידת עיבוד מרכזית (CPU),,מעבד,True,True,no
ha-02269,סאפ,SAP (חברה),בוב סאפ | סאפ לאבס ישראל | SAP (חברה) | סאפ (גלישה) | SAP (חומר) | SAP (מפלגה) | Sap (אלבום),,SAP,False,False,yes
ha-01257,ח״כ,חבר כנסת,חבר כנסת | חזקת כשרות,,חבר כנסת,True,True,yes
ha-01258,ח״כ,חבר כנסת,חבר כנסת | חזקת כשרות,,חבר כנסת,True,True,yes
ha-01259,ח״כ,חבר כנסת,חבר כנסת | חזקת כשרות,,חבר כנסת,True,True,yes
ha-01260,ח״כ,חזקת כשרות,חבר כנסת | חזקת כשרות,,חזקות כשרות,False,False,yes
ha-01261,ח״כ,חזקת כשרות,חבר כנסת | חזקת כשרות,,חבר כנסת,False,True,yes
ha-01262,ח״כ,חזקת כשרות,חבר כנסת | חזקת כשרות,,חזקת כשרות,True,True,yes
ha-00807,דו״ד,דין ודברים,דין ודברים | דת ודין | דורון דרשה,,דעת דין,False,False,no
ha-00808,דו״ד,דין ודברים,דין ודברים | דת ודין | דורון דרשה,,דין ודברים,True,True,no
ha-00809,דו״ד,דין ודברים,דין ודברים | דת ודין | דורון דרשה,,דיון נוסף,False,False,no
ha-01737,מהר״י,רבי יעקב בירב,רבי יעקב בירב | רבי יצחק אבוהב (גאון קסטיליה) | רבי ישראל יעקב אלגאזי | רבי יהודה בן אליעזר הלוי מינץ | רבי יוסף בן אברהם ג'יקטיליה | רבי יעקב בן יהודה וייל | רבי יעקב בן שלמה אבן חביב | רבי ישראל בן רבי חיים ברונא,,מורנו הרב רבי יוסף,False,False,no
ha-01738,מהר״י,רבי יעקב בירב,רבי יעקב בירב | רבי יצחק אבוהב (גאון קסטיליה) | רבי ישראל יעקב אלגאזי | רבי יהודה בן אליעזר הלוי מינץ | רבי יוסף בן אברהם ג'יקטיליה | רבי יעקב בן יהודה וייל | רבי יעקב בן שלמה אבן חביב | רבי ישראל בן רבי חיים ברונא,,מורנו הרב רבי יעקב,False,False,no
ha-01739,מהר״י,רבי יעקב בירב,רבי יעקב בירב | רבי יצחק אבוהב (גאון קסטיליה) | רבי ישראל יעקב אלגאזי | רבי יהודה בן אליעזר הלוי מינץ | רבי יוסף בן אברהם ג'יקטיליה | רבי יעקב בן יהודה וייל | רבי יעקב בן שלמה אבן חביב | רבי ישראל בן רבי חיים ברונא,,מורנו הרב יוסף,False,False,no
ha-01740,מהר״י,רבי יצחק אבוהב (גאון קסטיליה),רבי יעקב בירב | רבי יצחק אבוהב (גאון קסטיליה) | רבי ישראל יעקב אלגאזי | רבי יהודה בן אליעזר הלוי מינץ | רבי יוסף בן אברהם ג'יקטיליה | רבי יעקב בן יהודה וייל | רבי יעקב בן שלמה אבן חביב | רבי ישראל בן רבי חיים ברונא,,מורנו הרב יוסף,False,False,no
ha-01741,מהר״י,רבי ישראל יעקב אלגאזי,רבי יעקב בירב | רבי יצחק אבוהב (גאון קסטיליה) | רבי ישראל יעקב אלגאזי | רבי יהודה בן אליעזר הלוי מינץ | רבי יוסף בן אברהם ג'יקטיליה | רבי יעקב בן יהודה וייל | רבי יעקב בן שלמה אבן חביב | רבי ישראל בן רבי חיים ברונא,,מורנו הרב יוסף,False,False,no
ha-00089,או״פ,או פסול,או פסול | אוניברסיטה פתוחה | אור פנימי | אברים ופדרים,,אינו תקין,False,False,yes
ha-00090,או״פ,אוניברסיטה פתוחה,או פסול | אוניברסיטה פתוחה | אור פנימי | אברים ופדרים,,האוניברסיטה הפתוחה,False,False,yes
ha-00091,או״פ,אוניברסיטה פתוחה,או פסול | אוניברסיטה פתוחה | אור פנימי | אברים ופדרים,,האוניברסיטה הפתוחה,False,False,yes
